e1,rel,n
/m/011xg5,/film/film/featured_film_locations,1
/m/011xg5,/film/film/genre,1
/m/011xg5,/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium,1
/m/011xhx,/award/award_nominee/award_nominations./award/award_nomination/award,1
/m/011xhx,/music/artist/origin,1
/m/011xjd,/film/actor/film./film/performance/film,0
/m/011xjd,/people/person/gender,0
/m/011xjd,/people/person/nationality,0
/m/011xjd,/people/person/place_of_birth,0
/m/011xjd,/people/person/profession,0
/m/011xjd,/people/person/spouse_s./people/marriage/type_of_union,0
/m/011xy1,/common/topic/webpage./common/webpage/category,1
/m/011xy1,/education/educational_institution/colors,0
/m/011xy1,/education/educational_institution/students_graduates./education/education/major_field_of_study,1
/m/011xy1,/education/educational_institution/students_graduates./education/education/student,1
/m/011ycb,/film/film/cinematography,0
/m/011ycb,/film/film/featured_film_locations,1
/m/011ycb,/film/film/genre,1
/m/011ycb,/film/film/release_date_s./film/film_regional_release_date/film_release_region,0
/m/011yd2,/film/film/film_format,1
/m/011yd2,/film/film/other_crew./film/film_crew_gig/film_crew_role,1
/m/011yd2,/film/film/production_companies,1
/m/011yd2,/film/film/release_date_s./film/film_regional_release_date/film_release_region,1
/m/011ydl,/film/film/country,0
/m/011ydl,/film/film/estimated_budget./measurement_unit/dated_money_value/currency,1
/m/011yfd,/award/award_winning_work/awards_won./award/award_honor/award,0
/m/011yfd,/film/film/country,0
/m/011yfd,/film/film/featured_film_locations,0
/m/011yfd,/film/film/genre,0
/m/011yfd,/film/film/language,0
/m/011yfd,/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium,0
/m/011yg9,/film/film/executive_produced_by,1
/m/011yg9,/film/film/story_by,1
/m/011yhm,/award/award_winning_work/awards_won./award/award_honor/award,1
/m/011yhm,/award/ranked_item/appears_in_ranked_lists./award/ranking/list,1
/m/011yhm,/film/film/genre,1
/m/011ykb,/film/film/genre,1
/m/011ykb,/film/film/language,1
/m/011ykb,/film/film/other_crew./film/film_crew_gig/film_crew_role,1
/m/011ykb,/film/film/production_companies,1
/m/011yl_,/film/film/country,0
/m/011yl_,/film/film/featured_film_locations,0
/m/011yl_,/film/film/genre,1
/m/011yl_,/film/film/language,1
/m/011yl_,/film/film/other_crew./film/film_crew_gig/film_crew_role,1
/m/011yl_,/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium,1
/m/011yn5,/film/film/executive_produced_by,0
/m/011yn5,/film/film/genre,0
/m/011yn5,/film/film/other_crew./film/film_crew_gig/film_crew_role,0
/m/011yph,/film/film/genre,0
/m/011yph,/film/film/other_crew./film/film_crew_gig/film_crew_role,1
/m/011ypx,/film/film/estimated_budget./measurement_unit/dated_money_value/currency,1
/m/011ypx,/film/film/executive_produced_by,0
/m/011ypx,/film/film/featured_film_locations,1
/m/011ypx,/film/film/language,1
/m/011ypx,/film/film/other_crew./film/film_crew_gig/film_crew_role,0
/m/011ypx,/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium,1
/m/011yqc,/film/film/genre,1
/m/011yqc,/film/film/produced_by,0
/m/011yqc,/film/film/release_date_s./film/film_regional_release_date/film_release_region,0
/m/011yr9,/film/film/production_companies,1
/m/011yr9,/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium,1
/m/011yrp,/award/award_winning_work/awards_won./award/award_honor/award,0
/m/011yrp,/film/film/genre,1
/m/011yrp,/film/film/language,0
/m/011yrp,/film/film/other_crew./film/film_crew_gig/crewmember,1
/m/011yrp,/film/film/produced_by,1
/m/011yrp,/film/film/release_date_s./film/film_regional_release_date/film_release_region,0
/m/011ysn,/award/award_winning_work/awards_won./award/award_honor/award,1
/m/011yth,/film/film/estimated_budget./measurement_unit/dated_money_value/currency,1
/m/011yth,/film/film/film_format,1
/m/011yth,/film/film/language,1
/m/011ywj,/award/award_winning_work/awards_won./award/award_honor/award,0
/m/011ywj,/award/award_winning_work/awards_won./award/award_honor/award_winner,0
/m/011ywj,/film/film/country,1
/m/011ywj,/film/film/genre,0
/m/011ywj,/film/film/language,1
/m/011ywj,/film/film/produced_by,0
/m/011ywj,/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium,1
/m/011yxg,/film/film/country,0
/m/011yxg,/film/film/genre,1
/m/011yxg,/film/film/language,0
/m/011yxg,/film/film/music,1
/m/011yxy,/award/award_winning_work/awards_won./award/award_honor/award,1
/m/011yxy,/film/film/genre,1
/m/011z3g,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/011z3g,/common/topic/webpage./common/webpage/category,1
/m/011zd3,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/011zd3,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0
/m/011zd3,/award/award_winner/awards_won./award/award_honor/award_winner,0
/m/011zd3,/film/actor/film./film/performance/film,1
/m/011zd3,/people/person/nationality,1
/m/011zd3,/people/person/profession,1
/m/011zdm,/medicine/disease/risk_factors,0
/m/011zf2,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/011zf2,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0
/m/011zf2,/award/award_winner/awards_won./award/award_honor/award_winner,0
/m/011zf2,/common/topic/webpage./common/webpage/category,0
/m/011zf2,/music/artist/track_contributions./music/track_contribution/role,0
/m/011zf2,/people/person/gender,0
/m/011zf2,/people/person/nationality,0
/m/011zf2,/people/person/places_lived./people/place_lived/location,0
/m/011zwl,/people/deceased_person/place_of_death,1
/m/01200d,/people/deceased_person/place_of_burial,1
/m/01200d,/people/person/profession,1
/m/0121h7,/location/location/adjoin_s./location/adjoining_relationship/adjoins,1
/m/0121rx,/people/person/profession,1
/m/0121rx,/people/person/religion,0
/m/0121rx,/people/person/spouse_s./people/marriage/type_of_union,1
/m/0121sr,/language/human_language/countries_spoken_in,1
/m/012201,/people/deceased_person/place_of_death,1
/m/0122wc,/soccer/football_team/current_roster./sports/sports_team_roster/position,0
/m/0123gq,/location/location/time_zones,1
/m/0123qq,/tv/tv_program/genre,0
/m/0123qq,/tv/tv_program/languages,1
/m/01242_,/film/film/genre,1
/m/01242_,/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium,1
/m/01243b,/music/genre/artists,0
/m/01243b,/music/genre/parent_genre,1
/m/0124k9,/tv/tv_program/genre,0
/m/0124ld,/olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal,0
/m/0124ld,/olympics/olympic_games/participating_countries,0
/m/0124ld,/olympics/olympic_games/sports,0
/m/0124ld,/user/jg/default_domain/olympic_games/sports,0
/m/0125xq,/film/film/country,1
/m/0125xq,/film/film/genre,1
/m/0125xq,/film/film/language,0
/m/0125xq,/film/film/other_crew./film/film_crew_gig/film_crew_role,1
/m/0125xq,/film/film/release_date_s./film/film_regional_release_date/film_release_region,0
/m/0126rp,/film/actor/film./film/performance/film,0
/m/0126rp,/influence/influence_node/influenced_by,0
/m/0126rp,/people/person/nationality,1
/m/0126rp,/people/person/places_lived./people/place_lived/location,0
/m/0126rp,/people/person/profession,0
/m/0126t5,/music/genre/artists,0
/m/0126t5,/music/genre/parent_genre,0
/m/0126y2,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/0126y2,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0
/m/0126y2,/award/award_winner/awards_won./award/award_honor/award_winner,0
/m/0126y2,/base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency,0
/m/0126y2,/common/topic/webpage./common/webpage/category,0
/m/0126y2,/film/actor/film./film/performance/film,0
/m/0126y2,/people/person/gender,0
/m/0126y2,/people/person/nationality,0
/m/0126y2,/people/person/place_of_birth,0
/m/0126y2,/people/person/places_lived./people/place_lived/location,0
/m/0126y2,/people/person/profession,0
/m/0126y2,/people/person/spouse_s./people/marriage/type_of_union,0
/m/01271h,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/01271h,/common/topic/webpage./common/webpage/category,1
/m/01271h,/music/artist/track_contributions./music/track_contribution/role,0
/m/01271h,/music/group_member/membership./music/group_membership/role,1
/m/01271h,/people/person/profession,1
/m/0127c4,/location/location/contains,0
/m/0127gn,/people/person/nationality,1
/m/0127gn,/people/person/profession,0
/m/0127m7,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/0127m7,/people/person/nationality,1
/m/0127m7,/people/person/place_of_birth,1
/m/0127m7,/people/person/profession,1
/m/0127m7,/people/person/religion,0
/m/0127ps,/award/award_winning_work/awards_won./award/award_honor/award_winner,0
/m/0127ps,/film/film/film_production_design_by,0
/m/0127ps,/film/film/genre,1
/m/0127ps,/film/film/other_crew./film/film_crew_gig/film_crew_role,1
/m/0127s7,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/0127s7,/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant,0
/m/0127s7,/people/person/nationality,1
/m/0127s7,/people/person/profession,1
/m/0127s7,/people/person/religion,0
/m/0127s7,/people/person/spouse_s./people/marriage/type_of_union,1
/m/0127xk,/people/person/profession,1
/m/0127xk,/people/person/religion,0
/m/012_53,/people/person/places_lived./people/place_lived/location,1
/m/012_53,/people/person/profession,0
/m/012_53,/people/person/religion,0
/m/012_53,/people/person/spouse_s./people/marriage/location_of_ceremony,1
/m/012_53,/people/person/spouse_s./people/marriage/type_of_union,1
/m/012b30,/music/record_label/artist,1
/m/012b30,/organization/organization/headquarters./location/mailing_address/state_province_region,0
/m/012bk,/people/person/spouse_s./people/marriage/type_of_union,1
/m/012c6j,/people/person/nationality,1
/m/012c6j,/people/person/profession,1
/m/012c6j,/people/person/spouse_s./people/marriage/type_of_union,1
/m/012c6x,/film/actor/film./film/performance/film,1
/m/012c6x,/people/deceased_person/place_of_death,1
/m/012c6x,/people/person/profession,0
/m/012c6x,/people/person/spouse_s./people/marriage/type_of_union,1
/m/012cj0,/people/person/religion,0
/m/012cph,/people/person/nationality,1
/m/012d40,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/012d40,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0
/m/012d40,/common/topic/webpage./common/webpage/category,1
/m/012d40,/film/actor/film./film/performance/film,0
/m/012d40,/people/person/languages,0
/m/012d40,/people/person/profession,1
/m/012d40,/people/person/religion,1
/m/012d9h,/sports/sports_team_location/teams,0
/m/012dr7,/award/award_nominee/award_nominations./award/award_nomination/award,1
/m/012dr7,/people/deceased_person/place_of_death,1
/m/012dtf,/film/actor/film./film/performance/film,1
/m/012dtf,/people/person/profession,1
/m/012dtf,/people/person/spouse_s./people/marriage/spouse,0
/m/012fvq,/education/educational_institution/campuses,1
/m/012fvq,/education/educational_institution/school_type,1
/m/012fvq,/education/educational_institution/students_graduates./education/education/major_field_of_study,1
/m/012fvq,/education/educational_institution_campus/educational_institution,1
/m/012g92,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0
/m/012g92,/award/award_winner/awards_won./award/award_honor/award_winner,0
/m/012g92,/film/actor/film./film/performance/film,1
/m/012g92,/people/person/gender,1
/m/012g92,/people/person/profession,1
/m/012gbb,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/012gbb,/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant,0
/m/012gbb,/base/popstra/celebrity/dated./base/popstra/dated/participant,0
/m/012gbb,/common/topic/webpage./common/webpage/category,0
/m/012gbb,/film/actor/film./film/performance/film,0
/m/012gbb,/people/deceased_person/place_of_death,0
/m/012gbb,/people/person/gender,0
/m/012gbb,/people/person/nationality,0
/m/012gbb,/people/person/places_lived./people/place_lived/location,0
/m/012gbb,/people/person/profession,0
/m/012gbb,/people/person/religion,0
/m/012gbb,/people/person/spouse_s./people/marriage/type_of_union,0
/m/012gk9,/film/film/genre,1
/m/012gk9,/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium,1
/m/012gq6,/award/award_nominee/award_nominations./award/award_nomination/award,1
/m/012gq6,/influence/influence_node/influenced_by,1
/m/012gq6,/people/person/nationality,1
/m/012gq6,/people/person/profession,1
/m/012gq6,/people/person/religion,0
/m/012gx2,/people/person/religion,0
/m/012gyf,/education/educational_institution/colors,1
/m/012hw,/film/film_subject/films,0
/m/012hw,/people/cause_of_death/people,0
/m/012j5h,/people/person/nationality,1
/m/012j5h,/people/person/religion,1
/m/012j8z,/film/actor/film./film/performance/film,1
/m/012j8z,/people/person/nationality,1
/m/012jc,/user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy,0
/m/012jfb,/film/film/personal_appearances./film/personal_film_appearance/person,1
/m/012ky3,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/012ky3,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0
/m/012ky3,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0
/m/012ky3,/award/award_winner/awards_won./award/award_honor/award_winner,0
/m/012ky3,/people/person/place_of_birth,1
/m/012ky3,/people/person/profession,0
/m/012kyx,/film/film/country,1
/m/012kyx,/film/film/estimated_budget./measurement_unit/dated_money_value/currency,1
/m/012kyx,/film/film/featured_film_locations,1
/m/012kyx,/film/film/other_crew./film/film_crew_gig/film_crew_role,1
/m/012kyx,/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium,1
/m/012ljv,/common/topic/webpage./common/webpage/category,1
/m/012lzr,/organization/organization/headquarters./location/mailing_address/citytown,1
/m/012m_,/location/country/capital,1
/m/012m_,/location/country/official_language,0
/m/012m_,/location/location/contains,1
/m/012m_,/military/military_combatant/military_conflicts./military/military_combatant_group/combatants,0
/m/012mzw,/common/topic/webpage./common/webpage/category,1
/m/012mzw,/education/educational_institution/students_graduates./education/education/major_field_of_study,1
/m/012pd4,/people/person/profession,0
/m/012q4n,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/012q4n,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0
/m/012q4n,/film/actor/film./film/performance/film,1
/m/012q4n,/people/person/gender,1
/m/012q4n,/people/person/profession,0
/m/012q8y,/base/biblioness/bibs_location/country,0
/m/012qjw,/medicine/symptom/symptom_of,1
/m/012rng,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/012rng,/people/person/profession,0
/m/012s1d,/common/topic/webpage./common/webpage/category,1
/m/012s1d,/film/film/other_crew./film/film_crew_gig/film_crew_role,1
/m/012s1d,/film/film/produced_by,1
/m/012s1d,/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium,1
/m/012s5j,/people/person/place_of_birth,0
/m/012s5j,/people/person/profession,1
/m/012t1,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/012t1,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0
/m/012t1,/people/deceased_person/place_of_death,0
/m/012t1,/people/person/gender,0
/m/012t1,/people/person/languages,0
/m/012t1,/people/person/nationality,0
/m/012t1,/people/person/place_of_birth,0
/m/012t1,/people/person/profession,0
/m/012t1,/people/person/religion,0
/m/012t1,/people/person/spouse_s./people/marriage/type_of_union,0
/m/012v1t,/government/politician/government_positions_held./government/government_position_held/basic_title,0
/m/012v1t,/government/politician/government_positions_held./government/government_position_held/legislative_sessions,0
/m/012v1t,/people/person/profession,1
/m/012v1t,/people/person/religion,0
/m/012v8,/language/human_language/countries_spoken_in,1
/m/012v9y,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/012v9y,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0
/m/012v9y,/film/actor/film./film/performance/film,0
/m/012v9y,/people/deceased_person/place_of_death,0
/m/012v9y,/people/person/gender,0
/m/012v9y,/people/person/nationality,0
/m/012v9y,/people/person/places_lived./people/place_lived/location,0
/m/012v9y,/people/person/profession,0
/m/012v9y,/people/person/spouse_s./people/marriage/type_of_union,0
/m/012vby,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/012vby,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0
/m/012vby,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0
/m/012vby,/film/director/film,0
/m/012vby,/people/deceased_person/place_of_death,0
/m/012vby,/people/person/gender,0
/m/012vby,/people/person/nationality,0
/m/012vby,/people/person/place_of_birth,0
/m/012vby,/people/person/places_lived./people/place_lived/location,0
/m/012vby,/people/person/profession,0
/m/012vby,/people/person/spouse_s./people/marriage/type_of_union,0
/m/012vct,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/012vct,/people/person/gender,1
/m/012vct,/people/person/nationality,1
/m/012vct,/people/person/profession,1
/m/012vd6,/award/award_nominee/award_nominations./award/award_nomination/award,1
/m/012vd6,/common/topic/webpage./common/webpage/category,1
/m/012vd6,/influence/influence_node/influenced_by,1
/m/012vf6,/base/popstra/celebrity/friendship./base/popstra/friendship/participant,0
/m/012w70,/media_common/netflix_genre/titles,1
/m/012wg,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/012wg,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0
/m/012wg,/music/artist/origin,0
/m/012wg,/people/deceased_person/place_of_death,0
/m/012wg,/people/person/gender,0
/m/012wg,/people/person/nationality,0
/m/012wg,/people/person/place_of_birth,0
/m/012wg,/people/person/profession,0
/m/012wg,/people/person/spouse_s./people/marriage/type_of_union,0
/m/012wgb,/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer,0
/m/012wgb,/user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy,1
/m/012x03,/music/artist/origin,1
/m/012x1l,/people/person/gender,1
/m/012x2b,/base/popstra/celebrity/friendship./base/popstra/friendship/participant,1
/m/012x2b,/film/actor/film./film/performance/film,0
/m/012x2b,/people/person/gender,1
/m/012x2b,/people/person/nationality,1
/m/012x2b,/people/person/religion,1
/m/012x4t,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/012x4t,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0
/m/012x4t,/award/award_winner/awards_won./award/award_honor/award_winner,0
/m/012x4t,/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend,0
/m/012x4t,/music/artist/track_contributions./music/track_contribution/role,0
/m/012x4t,/music/group_member/membership./music/group_membership/group,1
/m/012x4t,/people/person/gender,1
/m/012x4t,/people/person/nationality,1
/m/012x4t,/people/person/profession,0
/m/012x4t,/people/person/spouse_s./people/marriage/type_of_union,1
/m/012x7b,/music/genre/parent_genre,0
/m/012x8m,/music/record_label/artist,1
/m/012x8m,/organization/organization/headquarters./location/mailing_address/state_province_region,0
/m/012xdf,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/012xdf,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0
/m/012xdf,/base/popstra/celebrity/dated./base/popstra/dated/participant,0
/m/012xdf,/base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency,0
/m/012xdf,/film/actor/film./film/performance/film,0
/m/012xdf,/people/person/gender,0
/m/012xdf,/people/person/nationality,0
/m/012xdf,/people/person/place_of_birth,0
/m/012xdf,/people/person/places_lived./people/place_lived/location,0
/m/012xdf,/people/person/profession,0
/m/012xdf,/people/person/religion,0
/m/012xdf,/people/person/spouse_s./people/marriage/type_of_union,0
/m/012xdf,/sports/pro_athlete/teams./sports/sports_team_roster/team,0
/m/012yc,/music/genre/artists,0
/m/012yc,/music/genre/parent_genre,1
/m/012ycy,/music/artist/track_contributions./music/track_contribution/role,0
/m/012ycy,/people/person/place_of_birth,0
/m/012ycy,/people/person/places_lived./people/place_lived/location,0
/m/012ycy,/people/person/profession,1
/m/012ykt,/award/award_nominee/award_nominations./award/award_nomination/award,1
/m/012z8_,/people/person/nationality,1
/m/012z8_,/people/person/place_of_birth,0
/m/012zng,/music/artist/track_contributions./music/track_contribution/role,1
/m/012zng,/people/person/profession,1
/m/01304j,/music/artist/track_contributions./music/track_contribution/role,0
/m/01304j,/people/person/places_lived./people/place_lived/location,1
/m/01309x,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/01309x,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0
/m/01309x,/award/award_winner/awards_won./award/award_honor/award_winner,0
/m/01309x,/music/artist/track_contributions./music/track_contribution/role,0
/m/01309x,/people/person/nationality,1
/m/01309x,/people/person/profession,1
/m/0130sy,/common/topic/webpage./common/webpage/category,1
/m/0130sy,/music/group_member/membership./music/group_membership/group,0
/m/0130sy,/music/group_member/membership./music/group_membership/role,1
/m/0130sy,/people/person/gender,1
/m/0130sy,/people/person/nationality,1
/m/0130xz,/user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy,1
/m/01314k,/organization/organization/headquarters./location/mailing_address/citytown,1
/m/0131kb,/film/actor/film./film/performance/film,1
/m/0131kb,/people/person/profession,1
/m/01323p,/award/award_nominee/award_nominations./award/award_nomination/award,1
/m/01323p,/music/artist/origin,1
/m/0132_h,/sports/sports_team/colors,1
/m/0132k4,/music/group_member/membership./music/group_membership/group,0
/m/0132k4,/people/person/profession,1
/m/01336l,/people/ethnicity/languages_spoken,0
/m/01336l,/people/ethnicity/people,1
/m/01337_,/film/actor/film./film/performance/film,1
/m/01337_,/people/deceased_person/place_of_burial,0
/m/0133_p,/music/genre/artists,0
/m/0133_p,/music/genre/parent_genre,0
/m/0133sq,/people/person/nationality,1
/m/0133sq,/people/person/place_of_birth,1
/m/0133sq,/people/person/profession,1
/m/0133sq,/people/person/religion,0
/m/0133sq,/tv/tv_producer/programs_produced./tv/tv_producer_term/producer_type,1
/m/0133x7,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/0133x7,/music/artist/origin,0
/m/0133x7,/music/artist/track_contributions./music/track_contribution/role,0
/m/0133x7,/people/person/gender,1
/m/0133x7,/people/person/place_of_birth,0
/m/0133x7,/people/person/religion,0
/m/013423,/award/award_nominee/award_nominations./award/award_nomination/award,1
/m/013423,/people/person/place_of_birth,1
/m/013423,/people/person/places_lived./people/place_lived/location,1
/m/013423,/people/person/profession,0
/m/0134pk,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/0134pk,/common/topic/webpage./common/webpage/category,1
/m/0134s5,/award/award_nominee/award_nominations./award/award_nomination/award,1
/m/0134tg,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/0134w7,/award/award_nominee/award_nominations./award/award_nomination/award,0
/m/0134w7,/base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency,1
/m/0134w7,/film/actor/film./film/performance/film,0
/m/0134wr,/award/award_nominee/award_nominations./award/award_nomination/award,1
/m/0134wr,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0
/m/0134wr,/award/award_winner/awards_won./award/award_honor/award_winner,0
/m/01352_,/base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club,1
/m/01352_,/soccer/football_team/current_roster./soccer/football_roster_position/position,0
/m/01352_,/soccer/football_team/current_roster./sports/sports_team_roster/position,0
/m/0135dr,/government/political_party/politicians_in_this_party./government/political_party_tenure/politician,1
/m/0135g,/common/topic/webpage./common/webpage/category,1
/m/0135p7,/common/topic/webpage./common/webpage/category,1
